HorseName,Rank,HorseNum,Age,Weight,HorseWeight,Top1Win,Top2Win,Distance,S1F,Cornor3,G3F,Cornor4,HorseWin,HorseRankInTop2,HorseRankInTop3,Cutted,Male,Female,Good,Rain,Fog
그랜드마스터,5,7,4,55,480,115.5,6.7,1200,14.2,25.8,38.1,44.4,0,0,0,0,0,1,1,0,0
플라잉바비,6,10,4,55,444,100.4,7.6,1200,14.3,26,38.4,44.7,0,0,0,0,0,1,1,0,0
지산군,7,2,3,57,419,64.4,3.3,1200,14.7,26.6,39,45.2,0,0,0,0,1,0,1,0,0
승승파워,8,6,3,57,449,210.8,6.9,1200,14.3,25.6,37.6,43.7,0,0,0,0,1,0,1,0,0
엄청난걸,9,11,3,55,463,56.2,8,1200,15.2,27,39.3,45.5,0,0,0,0,0,1,1,0,0
선더챔프,10,3,3,57,465,1.2,1,1200,13.5,24.5,36.3,42.5,0,0,0,0,1,0,1,0,0
보라퀸,11,1,3,55,458,6.5,1.6,1200,13.5,24.5,36.3,42.5,0,0,0,0,0,1,1,0,0
모던알파,12,5,3,55,421,140.5,108.5,1200,14.7,26.4,38.7,45,0,0,0,0,0,1,1,0,0
그린폭주,1,1,3,55,464,2.5,2.5,1200,13.5,24.6,36.9,43.2,1,1,1,0,0,1,1,0,0
블루해머,2,3,3,57,514,4.7,1.1,1200,13.8,25,37.4,43.7,0,1,1,0,1,0,1,0,0
룰즈클래스,3,13,3,57,468,8.1,2.4,1200,14.1,25.5,37.7,44.1,0,0,1,0,1,0,1,0,0
레드파인,4,2,4,55,481,3.5,1.7,1200,14.2,25.9,38.4,44.5,0,0,0,0,0,1,1,0,0
거센질풍,5,5,3,57,495,16.3,2.3,1200,13.9,25,37.4,43.6,0,0,0,0,1,0,1,0,0
누비고,6,11,3,57,515,9.2,2.9,1200,13.9,25.4,37.7,44,0,0,0,0,1,0,1,0,0
엑톤질주,7,10,3,54,485,31.1,8,1200,13.6,24.8,37.2,43.4,0,0,0,0,1,0,1,0,0
시크릿보스,8,12,3,53,465,139,10.1,1200,14.9,26.6,39,45.4,0,0,0,0,1,0,1,0,0
서울데이,9,8,4,57,491,775.1,8.6,1200,14.2,25.6,37.8,44,0,0,0,1,0,0,1,0,0
럭키어필,10,7,3,57,453,610.7,40.6,1200,14.7,26.4,39.1,45.5,0,0,0,0,1,0,1,0,0
금아콜로설,11,9,4,57,482,806.1,11.4,1200,14.9,26.8,39.4,45.8,0,0,0,0,1,0,1,0,0
에피파니,12,4,3,57,490,255.1,12.9,1200,13.9,25.4,37.7,44.3,0,0,0,0,1,0,1,0,0
나도야금,13,6,3,57,478,335.9,11.6,1200,14.6,26.3,38.7,45,0,0,0,0,1,0,1,0,0
고스트빌리지,1,5,4,57,539,2.4,1,1300,13.9,31.3,43.5,50.1,1,1,1,0,1,0,1,0,0
좋은관계,2,9,3,57,498,7.8,2.2,1300,13.8,31.2,43.5,49.8,0,1,1,0,1,0,1,0,0
스타러시,3,8,4,57,450,11,4,1300,14.1,32.3,44.6,50.9,0,0,1,0,1,0,1,0,0
사랑다모아,4,2,3,55,493,8.1,2.9,1300,13.9,31.7,43.9,50.5,0,0,0,0,0,1,1,0,0
선더호스,5,10,3,57,469,18.2,2.5,1300,13.9,31.3,43.5,50,0,0,0,0,1,0,1,0,0
사이먼스톰,6,12,4,55,474,137,10.2,1300,14.5,32.5,44.9,51.3,0,0,0,0,0,1,1,0,0
금아플로러스,7,6,4,57,507,3.8,2,1300,14.2,31.8,43.9,50.3,0,0,0,0,1,0,1,0,0
킬라타스,8,13,4,57,488,86.7,5.8,1300,14.5,32.4,45,51.5,0,0,0,0,1,0,1,0,0
야스,9,7,3,55,483,111.5,28.6,1300,13.9,31.8,44.3,50.7,0,0,0,0,0,1,1,0,0
플라잉풀문,10,11,3,55,477,60,7.5,1300,13.9,30.6,42.7,49.3,0,0,0,0,0,1,1,0,0
천탑,11,1,3,51,474,111.5,12.1,1300,14.7,32.8,45.3,51.8,0,0,0,0,0,1,1,0,0
아킬리온,12,3,3,57,515,9.6,4.3,1300,13.6,30.8,43.3,50,0,0,0,0,1,0,1,0,0
문학포리스트,13,4,3,57,498,72.4,14.8,1300,13.6,30.9,43.3,49.8,0,0,0,0,1,0,1,0,0
패션드패션,1,13,3,53,426,2.5,1.4,1200,13.8,25.2,36.8,42.7,1,1,1,0,0,1,1,0,0
파이팅대디,2,6,3,55.5,505,38.9,4.9,1200,13.6,24.6,36.3,42.4,0,1,1,1,0,0,1,0,0
온포인트,3,12,3,54,477,20.7,3.8,1200,13.8,25,36.8,42.7,0,0,1,0,1,0,1,0,0
콜조이,4,5,3,54.5,444,18.3,6.4,1200,14.1,25.5,37.5,43.5,0,0,0,1,0,0,1,0,0
피케이돌풍,5,9,4,56.5,482,58.9,49.7,1200,14,25.3,37.4,43.4,0,0,0,1,0,0,1,0,0
마칼루파워,6,11,4,52.5,463,56.7,10.4,1200,14.5,25.6,37.6,43.6,0,0,0,0,1,0,1,0,0
천비성,7,8,3,54,472,65,11.4,1200,13.9,25.3,37.2,43.3,0,0,0,0,1,0,1,0,0
이스트질주,8,7,3,52,472,17.4,5.9,1200,15.3,26.4,38.1,44,0,0,0,0,1,0,1,0,0
모스트스피드,9,4,3,52,446,10.6,2.7,1200,13.5,24.3,36,42.1,0,0,0,0,0,1,1,0,0
티즈블랙,10,10,4,55,484,5,2.1,1200,13.5,24.3,36,42.1,0,0,0,1,0,0,1,0,0
금성세계,11,3,3,55,524,52.1,12.4,1200,13.4,24.2,36,42.1,0,0,0,0,1,0,1,0,0
미르캡틴,12,14,3,54.5,463,32.6,12.4,1200,14,25.3,37.5,43.5,0,0,0,0,1,0,1,0,0
매직플랜,13,1,4,52.5,467,9.3,2.3,1200,13.9,24.9,36.8,42.7,0,0,0,0,0,1,1,0,0
우소륭,14,2,3,52,470,6,1.7,1200,13.8,24.7,36.3,42.4,0,0,0,0,0,1,1,0,0
흥드림,1,9,3,52.5,514,2,1,1200,13.6,24.7,36.2,42.2,1,1,1,0,1,0,0,1,0
라온패션,2,4,4,54,470,3.3,1.9,1200,13.2,24,35.1,41.1,0,1,1,1,0,0,0,1,0
백산선더,3,5,4,52,452,29.4,5.1,1200,13.4,24.3,35.8,42,0,0,1,0,0,1,0,1,0
원더풀스톰,4,10,4,52,476,8.3,2.4,1200,13.7,24.7,36.3,42.4,0,0,0,0,1,0,0,1,0
교룡득수,5,6,4,53,515,12.9,2.6,1200,13.8,24.8,36.3,42.4,0,0,0,0,1,0,0,1,0
백색광채,6,7,5,52,491,95.1,4.3,1200,13.9,25.1,36.7,42.9,0,0,0,1,0,0,0,1,0
스트롱러너,7,14,6,56,482,176,19.6,1200,14.1,25.4,37.2,43.2,0,0,0,0,1,0,0,1,0
솔개바람,8,11,5,51.5,483,59.3,13.9,1200,13.9,25.1,36.8,42.9,0,0,0,0,0,1,0,1,0
인듀어런스,9,13,5,52,550,122.3,20.8,1200,14.4,25.7,37.1,43.2,0,0,0,0,1,0,0,1,0
천년의바람,10,8,5,51.5,488,19.6,18.7,1200,13.9,25.1,36.8,43.1,0,0,0,1,0,0,0,1,0
버킷풀골드,11,2,5,53.5,493,49.3,4.3,1200,13.5,24.5,36,42.1,0,0,0,0,1,0,0,1,0
와와여장부,12,12,7,51.5,479,145.6,14.1,1200,13.9,25.2,37.1,43.4,0,0,0,0,0,1,0,1,0
레인케이,13,1,4,51,479,11.7,3.4,1200,13.9,25.6,37.5,44,0,0,0,0,0,1,0,1,0
명왕,14,3,5,53,497,95.7,6.7,1200,13.5,24.6,36.4,42.7,0,0,0,1,0,0,0,1,0
장산골드,1,6,4,54,509,5.1,1.3,1200,13.7,25,37.1,43.3,1,1,1,0,0,1,1,0,0
글로벌조이,2,5,4,56.5,498,1.6,1.3,1200,13.4,24.4,36.3,42.4,0,1,1,0,0,1,1,0,0
레이스로열,3,9,3,52.5,451,4.2,1.7,1200,14.4,25.1,37.1,43.2,0,0,1,0,0,1,1,0,0
세렌디피티야,4,11,4,52,479,147.5,5.2,1200,13.6,24.7,36.9,43,0,0,0,0,0,1,1,0,0
문학젠야타,5,13,3,57,465,8.4,1.9,1200,14,24.9,37.1,43.2,0,0,0,0,0,1,1,0,0
문학리워드,6,10,4,54.5,444,148.3,7.7,1200,13.7,25,37.5,43.8,0,0,0,0,0,1,1,0,0
엠제이포인트,7,4,3,52,456,20.3,1.7,1200,13.6,24.7,36.8,43,0,0,0,0,0,1,1,0,0
방탄마,8,1,5,51,467,345.5,36.9,1200,14.2,25.5,38,44.2,0,0,0,0,0,1,1,0,0
에스삭스,9,3,4,52,436,192.2,9.8,1200,14.2,25.5,37.7,43.9,0,0,0,0,0,1,1,0,0
천사박,10,14,4,52,443,682.4,36.3,1200,14.2,25.8,38.2,44.5,0,0,0,0,0,1,1,0,0
파노라마퀸,11,7,3,52,463,135.8,31.4,1200,13.6,24.5,36.7,43,0,0,0,0,0,1,1,0,0
대동포스,12,8,3,52,441,880.5,188.3,1200,14.7,26.3,38.5,45,0,0,0,0,0,1,1,0,0
빅토리고고,13,2,4,52,462,132.5,63.8,1200,13.7,25.2,38,44.5,0,0,0,0,0,1,1,0,0
챌린지삭스,1,4,4,54.5,461,7.7,2.5,1400,13.9,37.4,50.3,56.9,1,1,1,0,0,1,1,0,0
원앤온리,2,6,4,51,492,45,16.3,1400,13.6,36.3,49.4,56,0,1,1,0,0,1,1,0,0
원더풀라이트,3,5,4,53,466,125.2,11.9,1400,14.1,37.7,50.6,57.2,0,0,1,0,0,1,1,0,0
컴플리트스타,4,3,3,54,484,10.7,2.5,1400,13.5,36.3,49.4,56,0,0,0,0,0,1,1,0,0
큐피드포인트,5,1,3,55,488,3.7,1.6,1400,13.8,36.8,50,56.6,0,0,0,0,0,1,1,0,0
구억마알,6,12,3,55.5,460,4.2,1.2,1400,13.8,36.6,49.6,56.5,0,0,0,0,0,1,1,0,0
트루,7,9,4,52.5,460,84.3,15.6,1400,14,37.3,50.3,56.9,0,0,0,0,0,1,1,0,0
케이엔매직,8,8,3,52.5,493,10.5,2.6,1400,14.3,37,50.1,56.8,0,0,0,0,0,1,1,0,0
셋더페이스,9,2,5,51,509,26.2,5.1,1400,13.6,37.1,50.3,57.2,0,0,0,0,0,1,1,0,0
아이언머스킷,10,7,3,55,512,3,1.9,1400,13.7,36.6,49.6,56.3,0,0,0,0,0,1,1,0,0
화씨벽,11,11,4,53.5,427,89.5,4.6,1400,13.8,36.8,49.9,56.6,0,0,0,0,0,1,1,0,0
치프인디,1,14,3,56,510,1.6,1.2,1800,14.7,70.3,78.2,85.7,1,1,1,0,1,0,1,0,0
콰이어트아델,2,8,4,56,492,5.8,1.6,1800,14.6,71.1,79.1,86.4,0,1,1,0,0,1,1,0,0
정상만세,3,6,7,56,512,208.2,15.6,1800,15.4,71.3,79.3,86.6,0,0,1,0,1,0,1,0,0
이글아이,4,7,5,55,484,57.4,2.9,1800,14.3,70.7,78.8,86.1,0,0,0,0,0,1,1,0,0
라온돌풍,5,13,6,54,484,14.8,7.2,1800,14.5,70.7,78.8,86.2,0,0,0,1,0,0,1,0,0
금아슈프림,6,10,5,56,468,51.6,2.7,1800,14.7,70,78.1,85.6,0,0,0,1,0,0,1,0,0
스트롱캡틴,7,5,6,55,454,150.6,68.6,1800,15,71.3,79.4,86.7,0,0,0,1,0,0,1,0,0
원더풀플레저,8,1,4,52,490,9,2.3,1800,14,69.8,77.9,85.5,0,0,0,0,0,1,1,0,0
에이스샤인,9,12,5,54,508,301.1,15.2,1800,15.1,71,79.1,86.7,0,0,0,1,0,0,1,0,0
티케이데이,10,2,4,54,512,52.3,6.7,1800,14,70.3,78.2,85.7,0,0,0,0,0,1,1,0,0
제주의요정,11,4,5,52,461,6,2.4,1800,14.1,70.7,79,86.5,0,0,0,0,0,1,1,0,0
비르투스,12,9,5,54,517,121.6,8.4,1800,14.1,70.5,78.7,86.2,0,0,0,0,0,1,1,0,0
머니실크,13,3,4,55,489,47.2,6.1,1800,14,69.8,77.9,85.6,0,0,0,0,1,0,1,0,0
라온터프맨,1,8,4,56.5,521,2,1.7,1800,14.1,70,77.4,84.6,1,1,1,0,1,0,1,0,0
장산바다,2,2,4,53.5,463,3.2,2.9,1800,13.5,68.9,76.6,84,0,1,1,0,1,0,1,0,0
사이먼퀸,3,14,5,52,456,13.5,1.8,1800,14.6,70.7,78.2,85.4,0,0,1,0,0,1,1,0,0
로열스마티,4,13,5,57,466,120.1,7.7,1800,15.1,71.4,79.2,86.5,0,0,0,0,1,0,1,0,0
컴플리트킹덤,5,5,4,55,579,53.1,2.5,1800,14.1,70.8,78.5,85.9,0,0,0,0,1,0,1,0,0
아이스펀치,6,7,4,52.5,492,6.8,3.2,1800,13.8,69.8,77.4,84.6,0,0,0,0,1,0,1,0,0
가온포스,7,11,5,57.5,495,92.9,5.5,1800,14.5,70.4,77.8,85,0,0,0,1,0,0,1,0,0
장산플라이,8,6,5,53,462,69.3,4.5,1800,14.6,71.1,78.9,86.3,0,0,0,1,0,0,1,0,0
더불어숲,9,12,6,53.5,440,156.1,8.2,1800,14.8,70.7,78.3,85.9,0,0,0,1,0,0,1,0,0
글로벌천하,10,3,5,52,496,11.8,2.2,1800,13.5,68.6,76.5,84.1,0,0,0,0,1,0,1,0,0
정상여신,11,9,5,51,499,25.9,4.5,1800,15.4,70.3,77.8,85,0,0,0,0,0,1,1,0,0
섬싱노바디노,12,4,5,53,467,39.4,9,1800,13.9,70.3,77.9,85.5,0,0,0,0,1,0,1,0,0
킹오브룰즈,13,10,5,52,523,220,15,1800,14.6,71,78.8,86.3,0,0,0,0,1,0,1,0,0
라온칸,14,1,5,52,480,341.5,21.6,1800,15.5,72,79.8,87.3,0,0,0,1,0,0,1,0,0
모르피스,1,2,6,53,518,2,1.1,1400,13.4,35,46.6,52.8,1,1,1,1,0,0,1,0,0
다이아로드,2,6,5,51,527,6.6,2,1400,13.6,35.4,47.1,53.1,0,1,1,0,0,1,1,0,0
메디치글로리,3,8,5,52,522,8.8,3.7,1400,13.6,35.9,47.9,54,0,0,1,0,1,0,1,0,0
도끼블레이드,4,14,5,52,537,12.3,1.6,1400,13.3,35.1,47.1,53.1,0,0,0,0,1,0,1,0,0
글로벌캡틴,5,9,5,52,508,16.1,4,1400,13.3,34.7,46.4,52.5,0,0,0,0,1,0,1,0,0
청담도끼,6,3,7,60,488,4.2,1.7,1400,13.2,34.7,46.4,52.5,0,0,0,1,0,0,1,0,0
페네트로,7,13,6,51,477,811.1,22.3,1400,13.4,35.4,47.3,53.4,0,0,0,1,0,0,1,0,0
탭패션드,8,11,6,52,445,209.3,114.7,1400,13.6,36.2,48.1,54.2,0,0,0,1,0,0,1,0,0
마이티고,9,4,4,52,470,15.7,4,1400,13.3,35,46.7,52.9,0,0,0,1,0,0,1,0,0
다이아삭스,10,5,7,52,488,204,11,1400,14.4,37.3,49.1,55.1,0,0,0,0,1,0,1,0,0
샤크대장군,11,1,6,51,505,268.1,36.9,1400,15,38.1,49.8,55.8,0,0,0,0,1,0,1,0,0
하바나찰리,12,10,5,52,536,50.9,4.7,1400,14.1,36.9,48.8,54.9,0,0,0,1,0,0,1,0,0
이스트팔로스,13,12,6,52,493,1118.7,81.3,1400,14.3,37.3,49.1,55.1,0,0,0,0,1,0,1,0,0
선더케이,1,2,4,57,493,1.9,1.1,1000,13.4,13.4,24,30,1,1,1,0,1,0,1,0,0
루미너스퀸,2,6,3,55,470,2.3,1,1000,13.7,13.7,24.7,30.7,0,1,1,0,0,1,1,0,0
어드밴스,3,1,4,51,429,156.9,4,1000,13.4,13.4,24.3,30.4,0,0,1,0,0,1,1,0,0
원더풀맘보,4,10,4,55,460,17.9,5.3,1000,13.5,13.5,24.2,30.3,0,0,0,0,0,1,1,0,0
리얼콩코드,5,9,3,55,447,29.3,3.3,1000,14.1,14.1,25.4,31.6,0,0,0,0,0,1,1,0,0
바람과함께,6,7,3,57,462,564.8,47.3,1000,13.8,13.8,24.9,31,0,0,0,0,1,0,1,0,0
티케이플렉스,7,3,3,57,474,470.7,31.2,1000,14.1,14.1,25.7,31.9,0,0,0,0,1,0,1,0,0
싱싱유로,8,4,4,57,480,54.7,3.9,1000,13.8,13.8,25,31.1,0,0,0,1,0,0,1,0,0
원더풀하와이,9,8,3,55,417,13.5,5.3,1000,14.3,14.3,25.6,31.8,0,0,0,0,0,1,1,0,0
토루크막토,10,11,3,55,473,113,8.8,1000,13.8,13.8,24.9,31,0,0,0,0,0,1,1,0,0
온천하,11,12,3,57,497,141.2,22.8,1000,14.5,14.5,26.8,33.4,0,0,0,0,1,0,1,0,0
제로백파이브,12,5,3,55,487,11.8,8.4,1000,14.1,14.1,25.5,31.8,0,0,0,0,0,1,1,0,0
빅토리카,1,3,3,55,452,28.4,3.4,1200,13.5,24.4,36.7,43.1,1,1,1,0,0,1,1,0,0
월영이,2,7,4,55,493,17.1,6.5,1200,13.5,24.4,36.7,43.1,0,1,1,0,0,1,1,0,0
드림노크,3,8,3,55,463,1.7,1,1200,13.6,25.4,37.7,43.8,0,0,1,0,0,1,1,0,0
세명강자,4,5,4,55,444,16.6,5,1200,13.6,24.7,37,43.3,0,0,0,0,0,1,1,0,0
모던베스트,5,12,3,55,440,20,3.5,1200,14,25.1,37.2,43.3,0,0,0,0,0,1,1,0,0
선더소니아,6,4,4,55,489,444.6,19,1200,14.1,25.5,37.7,43.8,0,0,0,0,0,1,1,0,0
스틸더패션,7,10,3,55,496,3.3,1.3,1200,14.2,25.9,38.1,44.3,0,0,0,0,0,1,1,0,0
황금달빛,8,14,3,55,495,10.9,2.5,1200,13.7,24.7,37.2,43.6,0,0,0,0,0,1,1,0,0
강한여전사,9,11,4,55,462,463.1,41.2,1200,14.1,25.5,37.7,43.9,0,0,0,0,0,1,1,0,0
텐스타,10,13,3,55,449,463.1,363.1,1200,15,26.4,38.8,45,0,0,0,0,0,1,1,0,0
제스트원,11,6,3,55,495,308.7,4.5,1200,14.4,26.1,38.4,44.7,0,0,0,0,0,1,1,0,0
퍼펙트라이트,12,9,4,52,430,222.3,27.2,1200,13.9,25.1,37.4,43.7,0,0,0,0,0,1,1,0,0
비바레이디,13,2,3,55,477,741,32.5,1200,14.4,26.2,38.8,45,0,0,0,0,0,1,1,0,0
티파니블루,14,1,3,55,535,28.1,4.4,1200,14,25.4,37.7,44,0,0,0,0,0,1,1,0,0
브라보메이,1,3,3,57,486,7.3,8.1,1300,13.9,31.4,43.8,50.1,1,1,1,1,0,0,1,0,0
새내윈,2,6,3,57,478,86.6,11.8,1300,14.2,31.2,43.6,50,0,1,1,0,1,0,1,0,0
베스트스톰,3,4,4,57,490,4.1,2.2,1300,15.1,32.5,44.8,51.2,0,0,1,0,1,0,1,0,0
골드케이,4,5,3,57,463,15.3,2.5,1300,13.5,30.9,43.3,49.8,0,0,0,1,0,0,1,0,0
빅레드,5,11,3,57,478,12.2,3.7,1300,13.7,30.6,43,49.5,0,0,0,0,1,0,1,0,0
대세만세,6,9,3,55,484,9.5,1.6,1300,13.8,31.4,44.5,50.9,0,0,0,0,0,1,1,0,0
히트에이스,7,2,3,55,479,10.1,1.6,1300,13.5,30.6,43.1,49.6,0,0,0,0,0,1,1,0,0
콘도르여왕,8,12,4,55,482,3.6,1.6,1300,13.9,30.9,43.2,49.6,0,0,0,0,0,1,1,0,0
바이킹하트,9,14,3,57,464,74.1,26.8,1300,14.1,31.9,44.6,50.9,0,0,0,1,0,0,1,0,0
위닝질주,10,13,3,57,464,162.5,115.8,1300,14.1,31.6,44.5,50.9,0,0,0,1,0,0,1,0,0
천상성,11,8,3,57,489,5.7,3.1,1300,13.7,30.9,43.3,49.8,0,0,0,0,1,0,1,0,0
제이이글,12,1,3,55,434,72.8,7.1,1300,13.8,30.9,43.3,49.8,0,0,0,0,0,1,1,0,0
클라우터,13,7,3,57,470,103.8,50.8,1300,14,31.6,44.2,50.5,0,0,0,1,0,0,1,0,0
울돌목영웅,14,10,3,57,433,140.7,43.6,1300,13.8,31.1,43.9,50.6,0,0,0,1,0,0,1,0,0
드림맥스,1,11,3,55,529,8.3,4.6,1400,15,38.1,50.3,57,1,1,1,0,0,1,0,0,1
천존,2,13,4,57,546,31.7,11.1,1400,13.9,37.3,49.8,56.2,0,1,1,0,1,0,0,0,1
정문프린스,3,7,4,57,482,30.6,4.5,1400,14.4,38.2,50.9,57.3,0,0,1,0,1,0,0,0,1
스위트주스바,4,4,3,57,532,8.3,2.4,1400,14.4,38.4,51,57.4,0,0,0,0,1,0,0,0,1
대완구,5,1,3,57,434,5.3,1.8,1400,13.8,37,49.8,56.7,0,0,0,1,0,0,0,0,1
골드스파이크,6,14,3,55,478,24.3,2.8,1400,13.9,37.3,50.1,57,0,0,0,0,0,1,0,0,1
럭키석포,7,10,4,57,509,7.3,3.3,1400,13.5,36.5,49.2,55.8,0,0,0,1,0,0,0,0,1
해피먼스,8,5,4,55,501,52.8,6.4,1400,14.6,38.7,51.3,57.7,0,0,0,0,0,1,0,0,1
아침함성,9,8,3,55,446,23,2.5,1400,15.1,38.5,51.2,57.7,0,0,0,0,0,1,0,0,1
옥추마,10,2,4,57,505,112.7,25.2,1400,13.9,37.5,50.3,57,0,0,0,0,1,0,0,0,1
블랙인디,11,9,3,57,507,2.5,1.4,1400,13.7,36.9,49.6,56.3,0,0,0,0,1,0,0,0,1
통일질주,12,12,4,57,476,83.6,8.9,1400,13.8,36.9,49.4,56,0,0,0,1,0,0,0,0,1
원더풀원더,13,6,3,55,456,856.2,32.4,1400,14,37.9,50.7,57.3,0,0,0,0,0,1,0,0,1
로열영광,14,3,3,57,467,11.7,7.4,1400,13.8,37.2,49.9,56.8,0,0,0,0,1,0,0,0,1
굿필승,1,12,3,56.5,511,1.8,1.1,1400,13.9,37.3,49.5,55.8,1,1,1,0,1,0,0,0,1
스피디루키,2,11,3,53,463,2.4,1.1,1400,14,37.4,49.7,55.9,0,1,1,0,1,0,0,0,1
파노라마칸,3,8,3,52,525,20.8,1.6,1400,15.1,39.3,51.6,57.7,0,0,1,1,0,0,0,0,1
로열태리,4,2,4,51.5,498,67.4,6.5,1400,14,37.7,50.3,56.6,0,0,0,0,1,0,0,0,1
창성히트,5,14,4,52,439,110.6,22.1,1400,14.5,38.4,50.9,57.3,0,0,0,1,0,0,0,0,1
언비튼가이,6,13,4,52,505,59.4,10.3,1400,14.2,37.4,49.7,55.9,0,0,0,0,1,0,0,0,1
베링맨,7,3,3,53.5,466,20.5,3.9,1400,14.3,37.9,50.6,57,0,0,0,1,0,0,0,0,1
파워요트,8,6,4,52,487,128.6,5.6,1400,14,37.7,50.3,56.6,0,0,0,0,1,0,0,0,1
장산몬스터,9,9,4,53,518,31.6,3.3,1400,14.3,38.3,51,57.4,0,0,0,1,0,0,0,0,1
마이티후,10,10,3,52,504,15.7,8,1400,14,37.8,50.5,56.7,0,0,0,0,1,0,0,0,1
큐피드베이브,11,1,4,52,469,213.6,67.9,1400,14,37.9,50.7,57.2,0,0,0,1,0,0,0,0,1
컴플리트찬스,12,7,4,51.5,469,42.7,7.9,1400,15.5,39.7,52.7,59.3,0,0,0,1,0,0,0,0,1
스카이홀드,13,4,4,52,455,185.3,105.9,1400,15.5,39.7,52.2,58.5,0,0,0,1,0,0,0,0,1
대천얼짱,1,11,3,54,507,24.4,3.2,1300,14.2,31.6,44.2,50.6,1,1,1,0,1,0,0,1,0
해찬,2,9,4,55,519,8.4,3.3,1300,13.5,30.6,43,49.4,0,1,1,0,1,0,0,1,0
조이브라더,3,1,4,54.5,461,4.8,1.8,1300,13.6,30.3,42.8,49.2,0,0,1,1,0,0,0,1,0
탱크삭스,4,14,4,54,449,41.8,4.1,1300,14.2,31.3,43.7,50,0,0,0,0,0,1,0,1,0
엠제이베스트,5,13,3,54,473,6.8,7.3,1300,13.9,31.3,44,50.5,0,0,0,0,1,0,0,1,0
땡큐대천,6,10,4,54.5,507,4.7,2.3,1300,15.5,33.3,45.8,52,0,0,0,0,1,0,0,1,0
선오브스톰,7,5,4,54,509,46,9.9,1300,13.7,31.1,43.7,50.2,0,0,0,1,0,0,0,1,0
천향국색,8,7,4,52,459,150.3,15.4,1300,13.5,30.8,43.5,49.9,0,0,0,0,0,1,0,1,0
미라클호프,9,4,5,54.5,478,135.3,11.5,1300,13.7,31,43.5,49.8,0,0,0,0,1,0,0,1,0
레전드윈,10,2,4,52.5,461,104.1,4.5,1300,14.4,32,44.6,50.8,0,0,0,0,1,0,0,1,0
아테나브이,11,8,5,51,533,150.3,4.6,1300,13.5,30.4,43,49.4,0,0,0,0,0,1,0,1,0
퍼펙트파워,12,3,4,57,495,2.4,1.1,1300,14.2,31.4,43.8,50.2,0,0,0,1,0,0,0,1,0
금아키튼,13,12,4,55.5,505,47.9,5.4,1300,13.9,31.9,44.7,51.4,0,0,0,0,1,0,0,1,0
레전드데이,1,11,3,55,509,1.4,1.1,1400,13.5,36.2,48.3,54.5,1,1,1,0,1,0,1,0,0
빅투더빅,2,2,4,51,508,101.1,3,1400,13.5,36,48.2,54.5,0,1,1,0,0,1,1,0,0
큐피드미션,3,5,4,54,476,41.1,2.7,1400,13.6,36.6,48.7,55,0,0,1,0,1,0,1,0,0
시리우스에이,4,12,3,53,569,3.1,1.2,1400,13.6,36.5,48.6,54.9,0,0,0,0,1,0,1,0,0
파이트투데이,5,6,5,57,495,37.1,2.9,1400,13.9,36.8,49.1,55.3,0,0,0,0,1,0,1,0,0
금자유,6,10,4,54.5,459,83,12.8,1400,14,36.8,49.2,55.5,0,0,0,0,0,1,1,0,0
매치캡틴,7,1,5,52,481,229.4,36.4,1400,14.1,37.4,49.6,55.9,0,0,0,0,1,0,1,0,0
매지컬초이스,8,9,6,54.5,547,38.7,2.6,1400,14.4,38.2,50.4,56.5,0,0,0,0,1,0,1,0,0
센스쟁이,9,7,5,51,503,34.9,4.1,1400,14.5,37.8,49.8,56,0,0,0,1,0,0,1,0,0
캣츠미라클,10,3,5,57,458,187,12.1,1400,14.4,37.9,50.2,56.4,0,0,0,1,0,0,1,0,0
콜윈,11,13,5,54,496,332.1,41.5,1400,14.8,38.4,50.7,56.8,0,0,0,1,0,0,1,0,0
마이티윙,12,14,5,52.5,477,220.3,27.2,1400,14.5,38.7,51,57,0,0,0,0,1,0,1,0,0
금석돌파,13,4,5,51,520,179.4,41,1400,14.5,38.2,50.6,56.8,0,0,0,1,0,0,1,0,0
문학미스치프,14,8,4,52,501,26.6,9.5,1400,14.2,36.8,49.1,55.5,0,0,0,0,0,1,1,0,0
에이스함성,1,10,4,55,499,6.6,1.8,1700,14.6,65.5,73.6,81.3,1,1,1,0,1,0,1,0,0
봄날의기억,2,3,4,54,511,4.5,1.2,1700,14.3,64.9,72.8,80.5,0,1,1,0,1,0,1,0,0
라온비트,3,12,3,55.5,462,5.3,1.5,1700,14,64.8,72.7,80.5,0,0,1,1,0,0,1,0,0
코리안펄,4,11,4,55,438,57.1,6.4,1700,15.5,66.1,74,81.6,0,0,0,1,0,0,1,0,0
청담컬링,5,9,4,55.5,478,8.6,4.6,1700,15.1,65.8,73.9,81.9,0,0,0,0,1,0,1,0,0
이스트라이크,6,8,5,54.5,481,90.1,20.1,1700,15.8,65.5,73.6,81.5,0,0,0,1,0,0,1,0,0
천해강자,7,1,5,51,510,4.3,2,1700,13.9,64.5,72.4,80.2,0,0,0,1,0,0,1,0,0
케이프렌지,8,6,3,53.5,504,3.6,2.9,1700,14.2,65.3,73.2,81,0,0,0,1,0,0,1,0,0
아델머스탱,9,2,3,54,454,71,5.4,1700,13.9,64.5,72.4,80.2,0,0,0,0,1,0,1,0,0
화이트윙,10,7,3,52.5,492,177.6,7.6,1700,14.2,65.3,73.2,81.3,0,0,0,0,0,1,1,0,0
